GloveManager recording started on 09/23/16 at 16:56:55

,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled
delta time (s),Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far,,Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far
0.017259,1497,2171,921,2247,3071,2013,1424,2691,2823,3114,3358,2469,1845,2655,,0.409639,0.275281,0.305023,0.110535,0.023438,0.270000,0.185312,0.006067,0.720307,0.678663,0.945374,1.000000,0.391437,0.221814
0.017997,1495,2171,921,2246,3071,2013,1423,2691,2823,3115,3358,2468,1844,2655,,0.405622,0.275281,0.305023,0.108808,0.023438,0.270000,0.184458,0.006067,0.720307,0.681234,0.945374,0.999092,0.389908,0.221814
0.018001,1496,2171,921,2247,3071,2013,1425,2690,2824,3114,3356,2468,1844,2655,,0.407631,0.275281,0.305023,0.110535,0.023438,0.270000,0.186166,0.005056,0.721584,0.678663,0.943612,0.999092,0.389908,0.221814
0.017977,1495,2171,922,2247,3071,2014,1425,2691,2822,3114,3356,2468,1844,2654,,0.405622,0.275281,0.305936,0.110535,0.023438,0.271250,0.186166,0.006067,0.719029,0.678663,0.943612,0.999092,0.389908,0.220588
0.018026,1494,2171,921,2246,3071,2013,1426,2690,2822,3114,3356,2468,1844,2655,,0.403614,0.275281,0.305023,0.108808,0.023438,0.270000,0.187020,0.005056,0.719029,0.678663,0.943612,0.999092,0.389908,0.221814
0.018005,1494,2170,922,2246,3071,2013,1424,2691,2821,3114,3356,2468,1844,2654,,0.403614,0.269663,0.305936,0.108808,0.023438,0.270000,0.185312,0.006067,0.717752,0.678663,0.943612,0.999092,0.389908,0.220588
0.017973,1494,2172,921,2245,3071,2013,1424,2690,2822,3114,3357,2469,1844,2654,,0.403614,0.280899,0.305023,0.107081,0.023438,0.270000,0.185312,0.005056,0.719029,0.678663,0.944493,1.000000,0.389908,0.220588
0.017999,1495,2172,922,2245,3071,2013,1423,2691,2822,3113,3356,2469,1844,2654,,0.405622,0.280899,0.305936,0.107081,0.023438,0.270000,0.184458,0.006067,0.719029,0.676093,0.943612,1.000000,0.389908,0.220588
0.018000,1495,2172,923,2246,3071,2014,1424,2690,2823,3114,3355,2468,1844,2654,,0.405622,0.280899,0.306849,0.108808,0.023438,0.271250,0.185312,0.005056,0.720307,0.678663,0.942731,0.999092,0.389908,0.220588
