GloveManager recording started on 09/23/16 at 17:01:21

,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled
delta time (s),Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far,,Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far
0.018011,1270,2573,1343,2283,3061,2023,1245,2742,2415,2869,2403,1685,1708,2601,,0.306667,0.995614,0.600186,0.176136,0.010390,0.467133,0.025087,0.017425,0.117400,0.046784,0.000000,0.014286,0.125298,0.139645
0.018027,1270,2572,1340,2283,3061,2024,1244,2742,2414,2870,2404,1685,1708,2601,,0.306667,0.993421,0.597403,0.176136,0.010390,0.468531,0.024221,0.017425,0.115304,0.049708,0.001290,0.014286,0.125298,0.139645
0.018032,1271,2571,1340,2283,3060,2023,1245,2742,2413,2869,2405,1685,1707,2600,,0.310000,0.991228,0.597403,0.176136,0.007792,0.467133,0.025087,0.017425,0.113208,0.046784,0.002581,0.014286,0.124105,0.138462
0.017987,1270,2572,1339,2283,3061,2025,1244,2742,2412,2870,2404,1686,1707,2599,,0.306667,0.993421,0.596475,0.176136,0.010390,0.469930,0.024221,0.017425,0.111111,0.049708,0.001290,0.016327,0.124105,0.137278
0.018009,1270,2572,1340,2284,3060,2025,1245,2742,2412,2870,2403,1685,1707,2597,,0.306667,0.993421,0.597403,0.178977,0.007792,0.469930,0.025087,0.017425,0.111111,0.049708,0.000000,0.014286,0.124105,0.134911
0.017979,1270,2572,1340,2283,3062,2026,1245,2742,2413,2870,2403,1685,1706,2597,,0.306667,0.993421,0.597403,0.176136,0.012987,0.471329,0.025087,0.017425,0.113208,0.049708,0.000000,0.014286,0.122912,0.134911
0.018022,1270,2572,1340,2283,3062,2026,1245,2742,2412,2870,2403,1685,1706,2596,,0.306667,0.993421,0.597403,0.176136,0.012987,0.471329,0.025087,0.017425,0.111111,0.049708,0.000000,0.014286,0.122912,0.133728
0.017995,1268,2572,1339,2283,3061,2025,1245,2742,2412,2869,2402,1685,1706,2596,,0.300000,0.993421,0.596475,0.176136,0.010390,0.469930,0.025087,0.017425,0.111111,0.046784,0.000000,0.014286,0.122912,0.133728
0.017972,1269,2572,1341,2283,3060,2026,1246,2742,2411,2869,2403,1685,1705,2596,,0.303333,0.993421,0.598330,0.176136,0.007792,0.471329,0.025952,0.017425,0.109015,0.046784,0.001289,0.014286,0.121718,0.133728
