GloveManager recording started on 09/23/16 at 16:31:29

,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled
delta time (s),Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far,,Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far
0.017471,2007,2487,1315,2278,3065,1896,1262,2744,2468,2919,2360,1814,1820,2720,,0.968085,0.794045,0.793349,0.199612,0.017391,0.319718,0.026094,0.061644,0.208092,0.169192,0.109925,0.531507,0.161734,0.388177
0.017976,2006,2486,1316,2278,3065,1897,1262,2744,2469,2919,2361,1814,1820,2719,,0.966755,0.791563,0.794537,0.199612,0.017391,0.321127,0.026094,0.061644,0.209538,0.169192,0.110993,0.531507,0.161734,0.387192
0.018056,2005,2484,1317,2279,3066,1896,1262,2744,2468,2919,2360,1815,1820,2720,,0.965426,0.786600,0.795724,0.201550,0.019565,0.319718,0.026094,0.061644,0.208092,0.169192,0.109925,0.532877,0.161734,0.388177
0.017993,2006,2485,1319,2278,3066,1895,1262,2743,2469,2919,2360,1815,1820,2719,,0.966755,0.789082,0.798100,0.199612,0.019565,0.318310,0.026094,0.060665,0.209538,0.169192,0.109925,0.532877,0.161734,0.387192
0.017990,2006,2483,1321,2278,3066,1895,1262,2743,2470,2919,2360,1815,1820,2719,,0.966755,0.784119,0.800475,0.199612,0.019565,0.318310,0.026094,0.060665,0.210983,0.169192,0.109925,0.532877,0.161734,0.387192
0.017993,2005,2484,1320,2278,3066,1895,1262,2744,2470,2919,2361,1815,1820,2719,,0.965426,0.786600,0.799287,0.199612,0.019565,0.318310,0.026094,0.061644,0.210983,0.169192,0.110993,0.532877,0.161734,0.387192
0.018000,2005,2482,1320,2276,3066,1894,1264,2743,2469,2920,2360,1814,1820,2719,,0.965426,0.781638,0.799287,0.195736,0.019565,0.316901,0.027778,0.060665,0.209538,0.171717,0.109925,0.531507,0.161734,0.387192
0.018009,2005,2482,1322,2276,3067,1893,1263,2743,2470,2919,2361,1816,1820,2718,,0.965426,0.781638,0.801663,0.195736,0.021739,0.315493,0.026936,0.060665,0.210983,0.169192,0.110993,0.534247,0.161734,0.386207
0.018020,2005,2482,1322,2277,3065,1894,1263,2744,2471,2919,2363,1817,1820,2718,,0.965426,0.781638,0.801663,0.197674,0.017391,0.316901,0.026936,0.061644,0.212428,0.169192,0.113127,0.535616,0.161734,0.386207
0.017998,2005,2483,1322,2276,3065,1894,1263,2743,2471,2919,2364,1816,1819,2717,,0.965426,0.784119,0.801663,0.195736,0.017391,0.316901,0.026936,0.060665,0.212428,0.169192,0.114194,0.534247,0.160677,0.385222
0.018000,2004,2483,1322,2276,3065,1894,1264,2744,2470,2920,2363,1816,1819,2716,,0.964096,0.784119,0.801663,0.195736,0.017391,0.316901,0.027778,0.061644,0.210983,0.171717,0.113127,0.534247,0.160677,0.384236
0.017981,2005,2485,1320,2275,3065,1893,1263,2744,2470,2919,2362,1815,1818,2716,,0.965426,0.789082,0.799287,0.193798,0.017391,0.315493,0.026936,0.061644,0.210983,0.169192,0.112060,0.532877,0.159619,0.384236
