0.018009,1368,2164,730,2330,3060,1987,1243,2734,2460,2865,2343,1615,1668,2397,,0.211039,0.116147,0.162234,0.369427,0.048583,0.444316,0.022831,0.035874,0.049217,0.013423,0.019718,0.023401,0.089266,0.002427
0.018027,1366,2164,730,2329,3060,1988,1243,2734,2460,2865,2344,1616,1668,2396,,0.207792,0.116147,0.162234,0.366242,0.048583,0.445476,0.022831,0.035874,0.049217,0.013423,0.021127,0.024961,0.089266,0.001214
0.018002,1370,2165,729,2330,3061,1988,1244,2734,2459,2865,2343,1616,1668,2397,,0.214286,0.118980,0.160904,0.369427,0.050607,0.445476,0.023744,0.035874,0.046980,0.013423,0.019718,0.024961,0.089266,0.002427
0.017967,1370,2167,729,2330,3061,1989,1243,2734,2460,2866,2342,1616,1668,2396,,0.214286,0.124646,0.160904,0.369427,0.050607,0.446636,0.022831,0.035874,0.049217,0.016779,0.018310,0.024961,0.089266,0.001214
0.018003,1368,2166,729,2329,3061,1990,1243,2733,2461,2865,2342,1617,1667,2396,,0.211039,0.121813,0.160904,0.366242,0.050607,0.447796,0.022831,0.034753,0.051454,0.013423,0.018310,0.026521,0.088136,0.001214
0.017984,1366,2165,729,2329,3060,1991,1243,2733,2460,2865,2341,1617,1667,2397,,0.207792,0.118980,0.160904,0.366242,0.048583,0.448956,0.022831,0.034753,0.049217,0.013423,0.016901,0.026521,0.088136,0.002427
0.018040,1363,2165,729,2330,3060,1993,1243,2733,2461,2866,2340,1617,1667,2396,,0.202922,0.118980,0.160904,0.369427,0.048583,0.451276,0.022831,0.034753,0.051454,0.016779,0.015493,0.026521,0.088136,0.001214
0.017977,1365,2166,729,2331,3058,1993,1243,2733,2460,2865,2340,1616,1667,2396,,0.206169,0.121813,0.160904,0.372611,0.044534,0.451276,0.022831,0.034753,0.049217,0.013423,0.015493,0.024961,0.088136,0.001214
0.018049,1366,2167,729,2330,3059,1994,1242,2732,2460,2865,2339,1616,1666,2396,,0.207792,0.124646,0.160904,0.369427,0.046559,0.452436,0.021918,0.033632,0.049217,0.013423,0.014085,0.024961,0.087006,0.001214
0.017944,1364,2166,728,2329,3057,1996,1241,2732,2461,2865,2338,1616,1666,2395,,0.204545,0.121813,0.159574,0.366242,0.042510,0.454756,0.021005,0.033632,0.051454,0.013423,0.012676,0.024961,0.087006,0.000000
0.018037,1362,2166,728,2329,3058,1996,1241,2731,2460,2865,2338,1617,1666,2395,,0.201299,0.121813,0.159574,0.366242,0.044534,0.454756,0.021005,0.032511,0.049217,0.013423,0.012676,0.026521,0.087006,0.000000
0.017964,1364,2167,728,2329,3058,1997,1242,2731,2461,2865,2337,1619,1666,2396,,0.204545,0.124646,0.159574,0.366242,0.044534,0.455916,0.021918,0.032511,0.051454,0.013423,0.011268,0.029641,0.087006,0.001214
0.018009,1362,2167,728,2328,3056,1998,1242,2731,2461,2865,2336,1620,1666,2396,,0.201299,0.124646,0.159574,0.363057,0.040486,0.457077,0.021918,0.032511,0.051454,0.013423,0.009859,0.031201,0.087006,0.001214
0.018043,1361,2167,726,2329,3056,1999,1241,2730,2461,2865,2335,1622,1665,2396,,0.199675,0.124646,0.156915,0.366242,0.040486,0.458237,0.021005,0.031390,0.051454,0.013423,0.008451,0.034321,0.085876,0.001214
0.017984,1363,2172,728,2329,3056,2003,1238,2729,2463,2865,2334,1627,1663,2398,,0.202922,0.138810,0.159574,0.366242,0.040486,0.462877,0.018265,0.030269,0.055928,0.013423,0.007042,0.042122,0.083616,0.003641
0.018005,1364,2172,727,2329,3055,2007,1237,2727,2463,2865,2333,1628,1662,2399,,0.204545,0.138810,0.158245,0.366242,0.038462,0.467517,0.017352,0.028027,0.055928,0.013423,0.005634,0.043682,0.082486,0.004854
0.017969,1364,2174,726,2329,3055,2008,1236,2726,2465,2865,2333,1630,1661,2399,,0.204545,0.144476,0.156915,0.366242,0.038462,0.468677,0.016438,0.026906,0.060403,0.013423,0.005634,0.046802,0.081356,0.004854
0.018007,1363,2174,727,2329,3056,2007,1237,2728,2465,2864,2331,1629,1662,2399,,0.202922,0.144476,0.158245,0.366242,0.040486,0.467517,0.017352,0.029148,0.060403,0.010067,0.002817,0.045242,0.082486,0.004854
0.018015,1365,2174,727,2330,3054,2007,1240,2727,2464,2865,2332,1628,1663,2398,,0.206169,0.144476,0.158245,0.369427,0.036437,0.467517,0.020091,0.028027,0.058166,0.013423,0.004225,0.043682,0.083616,0.003641
0.018007,1362,2175,726,2329,3056,2006,1240,2727,2463,2865,2329,1626,1665,2396,,0.201299,0.147309,0.156915,0.366242,0.040486,0.466357,0.020091,0.028027,0.055928,0.013423,0.000000,0.040562,0.085876,0.001214
0.017978,1363,2176,725,2329,3055,2007,1242,2725,2461,2865,2328,1624,1666,2395,,0.202922,0.150142,0.155585,0.366242,0.038462,0.467517,0.021918,0.025785,0.051454,0.013423,0.000000,0.037441,0.087006,0.000000
0.018022,1361,2176,725,2328,3055,2007,1242,2725,2461,2865,2329,1625,1666,2395,,0.199675,0.150142,0.155585,0.363057,0.038462,0.467517,0.021918,0.025785,0.051454,0.013423,0.001406,0.039002,0.087006,0.000000
0.017976,1362,2176,726,2328,3056,2007,1242,2726,2461,2865,2329,1625,1666,2395,,0.201299,0.150142,0.156915,0.363057,0.040486,0.467517,0.021918,0.026906,0.051454,0.013423,0.001406,0.039002,0.087006,0.000000
0.018002,1362,2176,725,2329,3055,2006,1242,2727,2461,2865,2329,1625,1666,2396,,0.201299,0.150142,0.155585,0.366242,0.038462,0.466357,0.021918,0.028027,0.051454,0.013423,0.001406,0.039002,0.087006,0.001214
0.018000,1363,2178,724,2329,3054,2007,1241,2726,2463,2865,2329,1626,1665,2397,,0.202922,0.155807,0.154255,0.366242,0.036437,0.467517,0.021005,0.026906,0.055928,0.013423,0.001406,0.040562,0.085876,0.002427
0.018002,1363,2180,724,2330,3053,2008,1240,2726,2464,2864,2329,1629,1665,2397,,0.202922,0.161473,0.154255,0.369427,0.034413,0.468677,0.020091,0.026906,0.058166,0.010067,0.001406,0.045242,0.085876,0.002427
0.017982,1364,2181,724,2330,3052,2009,1238,2726,2466,2865,2328,1630,1664,2400,,0.204545,0.164306,0.154255,0.369427,0.032389,0.469838,0.018265,0.026906,0.062640,0.013423,0.000000,0.046802,0.084746,0.006068
0.018017,1363,2182,725,2329,3052,2009,1238,2725,2466,2865,2327,1631,1664,2399,,0.202922,0.167139,0.155585,0.366242,0.032389,0.469838,0.018265,0.025785,0.062640,0.013423,0.000000,0.048362,0.084746,0.004854
0.018028,1364,2184,725,2329,3053,2009,1238,2725,2466,2865,2327,1631,1664,2399,,0.204545,0.172805,0.155585,0.366242,0.034413,0.469838,0.018265,0.025785,0.062640,0.013423,0.000000,0.048362,0.084746,0.004854
0.018012,1364,2186,725,2329,3052,2008,1238,2725,2466,2865,2327,1630,1664,2399,,0.204545,0.178470,0.155585,0.366242,0.032389,0.468677,0.018265,0.025785,0.062640,0.013423,0.000000,0.046802,0.084746,0.004854
0.017969,1364,2187,725,2330,3051,2009,1238,2725,2466,2865,2325,1630,1664,2399,,0.204545,0.181303,0.155585,0.369427,0.030364,0.469838,0.018265,0.025785,0.062640,0.013423,0.000000,0.046802,0.084746,0.004854
0.018022,1363,2185,724,2328,3052,2009,1238,2725,2466,2865,2325,1632,1664,2399,,0.202922,0.175637,0.154255,0.363057,0.032389,0.469838,0.018265,0.025785,0.062640,0.013423,0.000000,0.049922,0.084746,0.004854
0.017974,1365,2184,723,2328,3052,2009,1237,2723,2465,2864,2326,1633,1663,2399,,0.206169,0.172805,0.152926,0.363057,0.032389,0.469838,0.017352,0.023543,0.060403,0.010067,0.001401,0.051482,0.083616,0.004854
0.018004,1363,2185,722,2329,3052,2008,1238,2722,2466,2864,2325,1634,1663,2399,,0.202922,0.175637,0.151596,0.366242,0.032389,0.468677,0.018265,0.022422,0.062640,0.010067,0.000000,0.053042,0.083616,0.004854
0.018002,1364,2185,723,2328,3051,2010,1237,2722,2465,2864,2324,1635,1663,2400,,0.204545,0.175637,0.152926,0.363057,0.030364,0.470998,0.017352,0.022422,0.060403,0.010067,0.000000,0.054602,0.083616,0.006068
0.018018,1363,2187,723,2328,3050,2009,1238,2722,2466,2864,2325,1634,1662,2400,,0.202922,0.181303,0.152926,0.363057,0.028340,0.469838,0.018265,0.022422,0.062640,0.010067,0.001399,0.053042,0.082486,0.006068
