0.018006,1977,2294,882,2338,3208,2401,2031,3427,2688,3088,2958,1951,2360,3096,,0.801724,0.644776,0.897059,0.371528,0.375000,0.891967,0.857741,0.943902,0.945763,0.857678,0.879137,0.926978,0.950456,0.923833
0.017975,1977,2294,881,2337,3207,2401,2032,3425,2688,3087,2958,1950,2360,3097,,0.801724,0.644776,0.894118,0.368056,0.371875,0.891967,0.858787,0.941463,0.945763,0.853933,0.879137,0.924949,0.950456,0.925061
0.018029,1977,2293,883,2338,3206,2402,2031,3426,2689,3086,2958,1951,2360,3097,,0.801724,0.641791,0.900000,0.371528,0.368750,0.894737,0.857741,0.942683,0.949153,0.850187,0.879137,0.926978,0.950456,0.925061
0.017999,1977,2293,881,2337,3206,2400,2031,3428,2688,3087,2959,1951,2360,3096,,0.801724,0.641791,0.894118,0.368056,0.368750,0.889197,0.857741,0.945122,0.945763,0.853933,0.880576,0.926978,0.950456,0.923833
0.017976,1976,2294,881,2338,3205,2402,2030,3427,2689,3087,2958,1950,2362,3097,,0.800647,0.644776,0.894118,0.371528,0.365625,0.894737,0.856695,0.943902,0.949153,0.853933,0.879137,0.924949,0.953064,0.925061
0.017999,1978,2294,881,2338,3206,2401,2031,3428,2688,3087,2959,1950,2362,3097,,0.802802,0.644776,0.894118,0.371528,0.368750,0.891967,0.857741,0.945122,0.945763,0.853933,0.880576,0.924949,0.953064,0.925061
0.018027,1977,2294,882,2337,3205,2403,2031,3428,2688,3087,2958,1950,2362,3097,,0.801724,0.644776,0.897059,0.368056,0.365625,0.897507,0.857741,0.945122,0.945763,0.853933,0.879137,0.924949,0.953064,0.925061
0.017971,1977,2294,882,2337,3205,2403,2031,3427,2689,3088,2957,1951,2362,3096,,0.801724,0.644776,0.897059,0.368056,0.365625,0.897507,0.857741,0.943902,0.949153,0.857678,0.877698,0.926978,0.953064,0.923833
0.018029,1977,2293,882,2337,3204,2403,2032,3428,2688,3088,2957,1951,2362,3097,,0.801724,0.641791,0.897059,0.368056,0.362500,0.897507,0.858787,0.945122,0.945763,0.857678,0.877698,0.926978,0.953064,0.925061
0.017982,1977,2293,881,2338,3203,2404,2032,3428,2688,3087,2958,1950,2362,3096,,0.801724,0.641791,0.894118,0.371528,0.359375,0.900277,0.858787,0.945122,0.945763,0.853933,0.879137,0.924949,0.953064,0.923833
0.017972,1977,2294,882,2337,3202,2404,2032,3429,2688,3088,2957,1951,2362,3097,,0.801724,0.644776,0.897059,0.368056,0.356250,0.900277,0.858787,0.946341,0.945763,0.857678,0.877698,0.926978,0.953064,0.925061
0.018022,1976,2293,882,2336,3204,2403,2032,3427,2688,3087,2958,1950,2362,3096,,0.800647,0.641791,0.897059,0.364583,0.362500,0.897507,0.858787,0.943902,0.945763,0.853933,0.879137,0.924949,0.953064,0.923833
0.018008,1976,2293,882,2336,3201,2405,2033,3429,2687,3087,2958,1951,2362,3097,,0.800647,0.641791,0.897059,0.364583,0.353125,0.903047,0.859833,0.946341,0.942373,0.853933,0.879137,0.926978,0.953064,0.925061
0.018015,1976,2294,882,2336,3202,2404,2032,3428,2688,3087,2957,1951,2362,3097,,0.800647,0.644776,0.897059,0.364583,0.356250,0.900277,0.858787,0.945122,0.945763,0.853933,0.877698,0.926978,0.953064,0.925061
0.018002,1976,2294,881,2337,3201,2405,2031,3429,2686,3087,2957,1951,2362,3096,,0.800647,0.644776,0.894118,0.368056,0.353125,0.903047,0.857741,0.946341,0.938983,0.853933,0.877698,0.926978,0.953064,0.923833
0.018031,1977,2293,882,2336,3201,2405,2032,3430,2686,3087,2958,1951,2362,3096,,0.801724,0.641791,0.897059,0.364583,0.353125,0.903047,0.858787,0.947561,0.938983,0.853933,0.879137,0.926978,0.953064,0.923833
0.017956,1977,2293,881,2336,3200,2405,2031,3431,2687,3088,2959,1952,2362,3095,,0.801724,0.641791,0.894118,0.364583,0.350000,0.903047,0.857741,0.948780,0.942373,0.857678,0.880576,0.929006,0.953064,0.922604
0.017999,1976,2293,882,2336,3200,2406,2031,3429,2686,3087,2958,1950,2362,3097,,0.800647,0.641791,0.897059,0.364583,0.350000,0.905817,0.857741,0.946341,0.938983,0.853933,0.879137,0.924949,0.953064,0.925061
0.018019,1975,2294,880,2334,3199,2407,2031,3429,2687,3089,2957,1951,2362,3097,,0.799569,0.644776,0.891176,0.357639,0.346875,0.908587,0.857741,0.946341,0.942373,0.861423,0.877698,0.926978,0.953064,0.925061
0.017977,1975,2293,880,2335,3198,2408,2031,3429,2687,3087,2959,1950,2362,3096,,0.799569,0.641791,0.891176,0.361111,0.343750,0.911357,0.857741,0.946341,0.942373,0.853933,0.880576,0.924949,0.953064,0.923833
0.018000,1975,2293,880,2334,3199,2406,2031,3430,2686,3087,2959,1950,2362,3096,,0.799569,0.641791,0.891176,0.357639,0.346875,0.905817,0.857741,0.947561,0.938983,0.853933,0.880576,0.924949,0.953064,0.923833
0.017991,1977,2292,879,2335,3197,2408,2031,3429,2687,3088,2957,1951,2362,3096,,0.801724,0.638806,0.888235,0.361111,0.340625,0.911357,0.857741,0.946341,0.942373,0.857678,0.877698,0.926978,0.953064,0.923833
0.018034,1975,2293,879,2334,3197,2407,2031,3430,2687,3088,2958,1950,2362,3096,,0.799569,0.641791,0.888235,0.357639,0.340625,0.908587,0.857741,0.947561,0.942373,0.857678,0.879137,0.924949,0.953064,0.923833
0.018006,1975,2292,878,2335,3198,2407,2031,3430,2687,3087,2958,1950,2363,3096,,0.799569,0.638806,0.885294,0.361111,0.343750,0.908587,0.857741,0.947561,0.942373,0.853933,0.879137,0.924949,0.954368,0.923833
0.017971,1975,2293,878,2333,3197,2408,2031,3430,2686,3087,2958,1950,2363,3097,,0.799569,0.641791,0.885294,0.354167,0.340625,0.911357,0.857741,0.947561,0.938983,0.853933,0.879137,0.924949,0.954368,0.925061
0.018003,1975,2293,878,2333,3197,2408,2031,3429,2686,3088,2958,1951,2363,3097,,0.799569,0.641791,0.885294,0.354167,0.340625,0.911357,0.857741,0.946341,0.938983,0.857678,0.879137,0.926978,0.954368,0.925061
0.017998,1975,2292,878,2333,3197,2410,2030,3431,2686,3087,2958,1951,2363,3098,,0.799569,0.638806,0.885294,0.354167,0.340625,0.916898,0.856695,0.948780,0.938983,0.853933,0.879137,0.926978,0.954368,0.926290
0.018026,1976,2293,878,2334,3197,2408,2032,3431,2687,3086,2958,1951,2364,3097,,0.800647,0.641791,0.885294,0.357639,0.340625,0.911357,0.858787,0.948780,0.942373,0.850187,0.879137,0.926978,0.955671,0.925061
0.017991,1976,2293,878,2334,3195,2409,2031,3431,2686,3088,2957,1950,2363,3096,,0.800647,0.641791,0.885294,0.357639,0.334375,0.914127,0.857741,0.948780,0.938983,0.857678,0.877698,0.924949,0.954368,0.923833
