GloveManager recording started on 09/23/16 at 16:22:38

,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled
delta time (s),Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far,,Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far
0.017265,1506,2233,640,2336,3100,2013,1221,2753,2374,2920,2455,1571,1777,2354,,0.302111,0.121107,0.036745,0.282660,0.072513,0.559946,0.001773,0.035409,0.031634,0.143603,0.127253,0.245085,0.139216,0.077687
0.017995,1503,2232,640,2336,3100,2013,1220,2753,2374,2920,2455,1571,1777,2354,,0.298153,0.117647,0.036745,0.282660,0.072513,0.559946,0.000887,0.035409,0.031634,0.143603,0.127253,0.245085,0.139216,0.077687
0.018007,1503,2232,641,2336,3100,2013,1220,2752,2374,2920,2455,1571,1776,2354,,0.298153,0.117647,0.038058,0.282660,0.072513,0.559946,0.000887,0.034188,0.031634,0.143603,0.127253,0.245085,0.138235,0.077687
0.017993,1505,2233,641,2335,3100,2014,1221,2753,2374,2921,2455,1571,1777,2353,,0.300792,0.121107,0.038058,0.280285,0.072513,0.561308,0.001773,0.035409,0.031634,0.146214,0.127253,0.245085,0.139216,0.076784
0.018002,1503,2233,640,2335,3100,2014,1222,2752,2374,2919,2455,1571,1776,2353,,0.298153,0.121107,0.036745,0.280285,0.072513,0.561308,0.002660,0.034188,0.031634,0.140992,0.127253,0.245085,0.138235,0.076784
0.018027,1503,2233,640,2335,3100,2014,1222,2752,2374,2919,2454,1570,1777,2354,,0.298153,0.121107,0.036745,0.280285,0.072513,0.561308,0.002660,0.034188,0.031634,0.140992,0.126193,0.243775,0.139216,0.077687
0.017974,1502,2233,639,2335,3100,2015,1221,2752,2373,2919,2455,1570,1776,2353,,0.296834,0.121107,0.035433,0.280285,0.072513,0.562670,0.001773,0.034188,0.029877,0.140992,0.127253,0.243775,0.138235,0.076784
0.018000,1502,2232,639,2335,3100,2015,1221,2752,2373,2919,2454,1570,1776,2353,,0.296834,0.117647,0.035433,0.280285,0.072513,0.562670,0.001773,0.034188,0.029877,0.140992,0.126193,0.243775,0.138235,0.076784
0.018034,1502,2233,639,2336,3100,2016,1221,2752,2374,2920,2454,1570,1777,2352,,0.296834,0.121107,0.035433,0.282660,0.072513,0.564033,0.001773,0.034188,0.031634,0.143603,0.126193,0.243775,0.139216,0.075881
0.017975,1503,2232,640,2335,3099,2015,1222,2752,2373,2920,2454,1570,1776,2353,,0.298153,0.117647,0.036745,0.280285,0.070826,0.562670,0.002660,0.034188,0.029877,0.143603,0.126193,0.243775,0.138235,0.076784
0.018002,1502,2232,640,2335,3100,2015,1221,2752,2374,2919,2454,1570,1776,2352,,0.296834,0.117647,0.036745,0.280285,0.072513,0.562670,0.001773,0.034188,0.031634,0.140992,0.126193,0.243775,0.138235,0.075881
0.018024,1502,2233,639,2335,3100,2016,1221,2753,2373,2919,2454,1570,1776,2352,,0.296834,0.121107,0.035433,0.280285,0.072513,0.564033,0.001773,0.035409,0.029877,0.140992,0.126193,0.243775,0.138235,0.075881
