GloveManager recording started on 09/23/16 at 16:36:09

,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,Glove 1,,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled,Glove 1 Scaled
delta time (s),Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far,,Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far
0.017720,1357,2216,924,2248,3050,2183,1465,3629,2546,2980,2282,1805,1592,2321,,0.441667,0.360577,0.275648,0.252033,0.010929,0.687500,0.263499,0.955926,0.412963,0.465035,0.065005,0.332366,0.028743,0.032407
0.018000,1358,2217,928,2249,3050,2183,1464,3629,2546,2980,2282,1805,1593,2321,,0.444444,0.365385,0.279793,0.256098,0.010929,0.687500,0.262419,0.955926,0.412963,0.465035,0.065005,0.332366,0.029940,0.032407
0.018001,1357,2216,931,2249,3050,2184,1462,3630,2545,2980,2283,1806,1593,2320,,0.441667,0.360577,0.282902,0.256098,0.010929,0.689062,0.260259,0.956905,0.411111,0.465035,0.066089,0.333817,0.029940,0.031250
0.017982,1356,2216,932,2248,3050,2185,1461,3631,2546,2979,2284,1805,1592,2320,,0.438889,0.360577,0.283938,0.252033,0.010929,0.690625,0.259179,0.957884,0.412963,0.461538,0.067172,0.332366,0.028743,0.031250
0.018046,1358,2216,934,2248,3050,2186,1460,3631,2546,2979,2284,1805,1593,2320,,0.444444,0.360577,0.286010,0.252033,0.010929,0.692187,0.258099,0.957884,0.412963,0.461538,0.067172,0.332366,0.029940,0.031250
0.017974,1357,2216,935,2249,3051,2186,1458,3632,2547,2979,2285,1806,1593,2319,,0.441667,0.360577,0.287047,0.256098,0.013661,0.692187,0.255940,0.958864,0.414815,0.461538,0.068256,0.333817,0.029940,0.030093
0.018001,1357,2214,935,2248,3051,2186,1457,3632,2547,2979,2286,1806,1593,2320,,0.441667,0.350962,0.287047,0.252033,0.013661,0.692187,0.254860,0.958864,0.414815,0.461538,0.069339,0.333817,0.029940,0.031250
0.018025,1357,2214,936,2248,3052,2186,1457,3633,2548,2978,2286,1806,1593,2320,,0.441667,0.350962,0.288083,0.252033,0.016393,0.692187,0.254860,0.959843,0.416667,0.458042,0.069339,0.333817,0.029940,0.031250
0.017977,1356,2215,938,2249,3050,2188,1455,3634,2546,2977,2287,1806,1593,2319,,0.438889,0.355769,0.290155,0.256098,0.010929,0.695313,0.252700,0.960823,0.412963,0.454545,0.070423,0.333817,0.029940,0.030093
